epoch,train_loss,val_loss,val_acc
1,0.5039853655068304,0.4288151796940154,0.8555555555555555
2,0.38255506840007997,0.5364467385018953,0.8238888888888889
3,0.3924743019587564,0.44824485645621226,0.8594444444444445
4,0.39168860510432324,0.4158276589257659,0.8727777777777778
5,0.33084276933966017,0.39924513050808313,0.8716666666666667
